UnitID,Institution Name,Grand total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full-time adjusted fall 2018 cohort (EF2019D_RV),Students from the full-time adjusted fall 2018 cohort enrolled in fall 2019 (EF2019D_RV),Full-time adjusted fall 2017 cohort (EF2018D_RV),Students from the full-time adjusted fall 2017 cohort enrolled in fall 2018 (EF2018D_RV),Full-time adjusted fall 2016 cohort (EF2017D_RV),Students from the full-time adjusted fall 2016 cohort enrolled in fall 2017 (EF2017D_RV),Full-time adjusted fall 2015 cohort (EF2016D_RV),Students from the full-time adjusted fall 2015 cohort enrolled in fall 2016 (EF2016D_RV),Full-time adjusted fall 2014 cohort (EF2015D_RV),Students from the full-time adjusted fall 2014 cohort enrolled in fall 2015 (EF2015D_RV),Full-time adjusted fall 2013 cohort (EF2014D_RV),Students from the full-time adjusted fall 2013 cohort enrolled in fall 2014 (EF2014D_RV),Full-time adjusted fall 2012 cohort (EF2013D_RV),Students from the full-time adjusted fall 2012 cohort enrolled in fall 2013 (EF2013D_RV),Full-time adjusted fall 2011 cohort (EF2012D_RV),Students from the full-time adjusted fall 2011 cohort enrolled in fall 2012 (EF2012D_RV),Published in-state tuition and fees 2019-20 (IC2019_AY),Published in-state tuition and fees 2018-19 (IC2018_AY),Published in-state tuition and fees 2017-18 (IC2017_AY),Published in-state tuition and fees 2016-17 (IC2016_AY),Published in-state tuition and fees 2015-16 (IC2015_AY),Published in-state tuition and fees 2014-15 (IC2014_AY),Published in-state tuition and fees 2013-14 (IC2013_AY),Published in-state tuition and fees 2012-13 (IC2012_AY),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1920),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1819_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1718_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1617_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1516_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1415_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1314_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1213_RV),Value of endowment assets at the end of the fiscal year (F1819_F2_RV),Total expenses-Total amount (F1819_F2_RV),Value of endowment assets at the end of the fiscal year (F1718_F2_RV),Total expenses-Total amount (F1718_F2_RV),Value of endowment assets at the end of the fiscal year (F1617_F2_RV),Total expenses-Total amount (F1617_F2_RV),Value of endowment assets at the end of the fiscal year (F1516_F2_RV),Total expenses-Total amount (F1516_F2_RV),Value of endowment assets at the end of the fiscal year (F1415_F2_RV),Total expenses-Total amount (F1415_F2_RV),Value of endowment assets at the end of the fiscal year (F1314_F2_RV),Total expenses-Total amount (F1314_F2_RV),Value of endowment assets at the end of the fiscal year (F1213_F2_RV),Total expenses-Total amount (F1213_F2_RV),Value of endowment assets at the end of the fiscal year (F1112_F2_RV),Total expenses-Total amount (F1112_F2_RV),
140696,Oglethorpe University,401,400,334,329,334,332,333,331,326,322,282,279,284,283,277,277,330,263,332,267,331,255,322,238,276,202,283,201,277,220,262,211,39580,38100,36680,35280,33800,32500,31280,30150,10585784,8105024,8014258,7524178,6958380,5685570,5555838,5289308,34291302,29509654,33885630,27817745,31724904,26976652,30301222,25221810,31702970,25592157,19664387,23743722,19382031,39640420,17641326,40868649,
201964,Ohio Christian University,224,201,345,277,491,336,653,411,693,369,744,351,719,362,741,405,127,78,141,98,165,108,135,84,140,94,153,98,145,93,298,159,21390,20806,20240,19540,18840,17720,17720,17350,1093442,1049219,1308498,1479203,867621,1100032,1224315,1091299,5274830,31423549,5036198,34029398,5294584,37018066,4611641,34384669,4487412,30291075,4097055,28062645,2693989,26489827,3367399,21008781,
204547,Ohio College of Podiatric Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204617,Ohio Dominican University,287,285,260,259,244,239,230,227,249,248,228,226,239,237,271,266,255,155,239,155,227,141,248,166,226,162,237,165,266,176,308,203,31680,31080,31080,31080,30270,29430,28932,28104,5499595,4755074,4385920,4011065,4506818,4115992,4410641,4543991,19975096,34207125,22588113,32545621,24105749,34555848,25140661,35944130,27049210,35652538,27149602,36939061,24263333,37618607,23222980,38220652,
206002,Ohio Mid-Western College,,,,,,,,,,,34,4,70,67,47,45,,,,,,,,,,,17,17,45,16,42,30,,,,,,10944,10944,10944,,,,,,,75452,71088,,,,,,,,,,,,1339712,,1355940,,1796106,
204635,Ohio Northern University,608,608,682,681,640,640,598,598,585,585,628,628,613,613,630,630,681,582,640,541,598,489,585,505,628,539,613,541,630,531,686,593,33440,32260,30990,29820,28810,28050,36720,35678,12512087,13705202,12503677,11158108,9998603,11149803,15024661,14672714,160642901,89489298,166276449,91695237,162025243,91794342,152853681,90793912,167664205,89169735,168839674,93080429,150660024,101668697,131339353,93535245,
237640,Ohio Valley University,66,66,79,79,129,128,116,115,121,121,88,88,89,89,100,100,79,43,128,85,108,67,87,48,69,40,82,44,100,64,147,68,21900,21900,21250,20460,19840,19260,18750,18100,883720,870975,1499303,984429,699385,755810,757203,949874,4583080,16015888,1998173,10826240,1915950,12024359,1773106,10259840,1890228,11251558,1569659,10370232,1416595,9848047,1290894,10472500,
204909,Ohio Wesleyan University,389,389,453,453,448,448,486,486,431,431,458,458,537,536,537,537,449,350,448,344,486,379,429,346,458,363,536,423,537,430,483,401,47130,45760,44690,44090,43230,41920,40510,39150,13067373,14223886,13125405,14064674,12018332,11992670,13036575,13486461,243081344,74404828,239621875,74278585,221302091,70005827,201610135,67653907,216062747,69908675,211722867,69443500,189136269,66787999,175871215,65958059,
194189,Ohr Hameir Theological Seminary,,,,,3,3,3,3,5,5,8,8,1,1,4,4,0,0,3,3,3,2,5,4,8,7,1,1,4,4,8,8,12000,11750,11250,10500,10000,9500,9000,8300,,,7200,14992,16725,43257,0,14660,,3712321,,3655651,,3469130,,3377243,,3297515,,3178225,,3441500,,3006499,
207403,Oklahoma Baptist University,449,449,527,527,555,555,605,566,556,555,483,483,580,578,506,505,527,360,554,364,565,409,555,380,483,356,576,424,505,374,475,352,30044,28258,26840,25310,24000,22800,21842,20796,7305458,8185720,9009175,9300907,7742501,6683287,7276217,6062918,130376413,47188658,134388718,46494418,126016164,45839613,110027708,45167334,115523717,41959817,112193664,36147019,103263215,37093660,93337527,35455272,
207324,Oklahoma Christian University,397,396,454,454,513,509,454,445,450,437,506,503,530,526,451,438,454,322,507,378,445,349,437,337,500,396,526,394,395,336,404,333,23850,22760,21670,20840,19890,19120,18800,18800,5452237,5552070,6152520,5133670,4547098,4929567,4431423,3667078,37106447,48972078,30222444,47827167,29057148,48550350,28261193,50298044,29929169,54676674,35366521,54108827,58703882,54708371,59739852,58610432,
207458,Oklahoma City University,327,327,373,373,296,295,329,329,320,320,295,294,355,355,320,319,373,310,295,238,329,269,320,255,294,252,349,277,318,259,332,265,32594,31026,30726,30726,30726,30726,29426,27500,6001630,6517560,4755852,5269116,5066244,4579692,4129865,4352340,127640901,76801068,115668152,77147084,100000474,73647385,97170984,73671955,99356461,74288728,99365549,72592916,89730284,77760672,81825937,78291254,
206835,Oklahoma Wesleyan University,165,159,192,189,205,200,233,224,198,189,197,186,189,177,151,139,185,102,200,88,221,118,177,106,177,94,177,110,139,70,133,78,27996,27136,26090,25070,24108,23180,22252,21140,2027423,2287933,2035769,2001667,1559974,1656016,1547929,1176227,7387561,19396879,7237098,20040900,6418445,20159034,5653523,22082713,5903028,20505294,5461866,18050018,4739211,16647363,3729339,16020129,
171599,Olivet College,339,338,306,301,329,321,353,350,245,239,228,225,280,279,301,298,301,207,320,192,350,222,237,158,222,139,276,164,297,189,217,153,28692,27680,26695,25560,24816,23800,23021,21971,5559327,4470956,4478018,4884075,2814077,2229310,2460224,2636756,20601799,24747570,20707797,23500164,19255282,22221054,16817663,20369894,17561038,18926904,17142441,19636367,13680373,19215549,11864550,17894408,
147828,Olivet Nazarene University,696,696,692,692,752,750,704,704,734,731,780,779,753,753,672,667,692,530,750,567,704,550,731,545,779,599,753,579,667,503,706,536,37070,36070,34940,33940,32790,31390,29890,28090,16795069,15974769,16770447,15153547,15331270,15383339,14232026,10728153,42291728,91766677,37517176,92666198,33182453,94031914,29492465,97753859,28427021,92128598,23977156,83936033,23094896,76443551,20311450,73489294,
461120,Omega Graduate School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234048,483210,244827,514711,251383,467207,250346,484288,248120,425614,209488,508492,,510569,,657662,
207582,Oral Roberts University,554,514,573,554,632,621,486,474,453,430,403,400,397,393,469,465,543,442,611,506,474,385,430,353,400,320,386,309,463,373,396,315,30070,27728,26792,25676,24792,23410,22508,21576,12927644,10213155,8861894,7805717,5237834,4991146,4979866,5121179,45020854,103250309,43551079,104050757,42979111,107433926,41896924,104170668,41353555,99779576,41126704,100086330,40490533,98266910,40115859,97380020,
209533,Oregon College of Art and Craft,,,16,16,13,13,27,26,16,16,29,26,21,20,19,19,,,13,6,26,13,16,11,26,17,20,11,19,10,22,16,,34850,33200,32130,29580,28320,27145,24900,,,191080,387900,182425,287750,239250,163960,,,1625415,6262052,1766444,5844437,1930700,5531991,2402815,5918472,3074643,5659293,3448360,5938062,3703439,6428218,
369659,Oregon College of Oriental Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6642534,,7197383,,7035506,,6873369,,6723138,,7346635,,7220393,,6364343,
120403,Otis College of Art and Design,274,274,277,276,203,203,203,203,191,191,238,238,160,160,183,183,276,218,203,157,203,162,188,151,238,205,160,126,183,148,185,142,48380,46860,45620,44020,42314,40490,39430,38300,4211013,3777732,2153276,2646027,2019498,2530787,1567087,2292345,21044939,47298748,17647463,44210468,16488808,42067650,15305785,41142660,16178871,40106084,16004612,38261277,14414257,38796596,13698900,37969562,
442897,Ottawa University-Jeffersonville,,,,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,0,0,,,,,,,,,,11670,,10300,,,,,,,,,,,,,,,,,,,,,,,,,
155636,Ottawa University-Kansas City,,,,,,,3,,3,,,,3,,2,,,,,,,,,,,,0,0,,,0,0,,,,,,11670,,10840,,,,,,,,,,,,,,,,,,,,,,,,,
428259,Ottawa University-Milwaukee,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,11670,,10480,,,,,,,,,,,,,,,,,,,,,,,,,
454582,Ottawa University-Online,,,17,7,2,,1,,3,,4,,,,4,,,,0,0,,,,,,,0,0,,,0,0,12316,,,,,11670,,11020,,,,,,,,,,,,,,,,,,,,,,,,,
155627,Ottawa University-Ottawa,189,182,244,238,202,202,190,190,160,160,173,173,145,144,154,154,235,118,202,102,176,107,160,82,172,105,144,91,154,95,167,98,30805,30050,28550,27096,26204,25154,23964,23000,3079332,4131142,2786487,2744204,2507356,2557316,2124158,2257608,16909065,55930131,16152504,50852811,15313348,38381729,14349512,35351528,15214265,38925881,18056647,39986728,18812471,39968298,17448455,42158466,
105367,Ottawa University-Phoenix,,,,,,,1,,1,,1,,,,4,,,,,,,,,,,,0,0,,,0,0,,,,,,11670,,10960,,,,,,,,,,,,,,,,,,,,,,,,,
204936,Otterbein University,623,623,579,576,606,603,646,646,569,562,563,560,575,568,564,559,576,475,603,494,646,521,559,466,560,454,568,444,559,427,633,482,32474,31874,31874,31874,31624,31442,31424,30658,12355428,10701374,10779575,11673932,8766300,7485367,8771882,8151124,101386335,65851032,97776161,66493334,93103042,65175533,85764678,64461464,91520709,64885478,95999646,64387418,85566563,61560264,77610405,59943496,
107512,Ouachita Baptist University,441,441,443,443,468,468,396,395,412,412,420,420,393,393,363,363,427,336,445,370,395,311,412,332,420,323,393,298,363,277,459,351,27900,26790,25870,24940,24120,23320,22370,21440,7500628,6957019,7449503,5826877,5247552,4994594,4401202,3943971,120789162,43326728,118705970,41275576,108181009,44047533,89602062,40583999,89155992,41606500,87394023,40133442,84143933,40296624,81062721,39456808,
227331,Our Lady of the Lake University,330,330,374,373,338,337,216,213,308,306,357,357,338,335,321,316,373,235,337,230,213,130,306,171,357,211,335,211,316,176,245,148,29218,28740,28192,27160,26148,24596,23938,23420,5022044,5622917,4802560,2479876,3257883,4192965,3473328,3322395,30284665,64504928,29730821,61294013,27670677,59164837,25879593,58378526,26415374,53509367,27039545,50595265,24934521,44577501,22810091,41999507,
178679,Ozark Christian College,183,179,134,133,109,106,116,115,141,140,144,142,177,175,183,181,132,109,106,86,115,82,139,108,133,98,126,100,136,98,129,95,13220,12620,12720,12140,11800,11360,11040,10560,658550,610742,480075,440220,531476,568235,640145,689455,4250569,11025832,4026970,10808177,3761432,10887032,3673510,11369250,3201549,11405574,3064859,10374286,2903693,10009731,2852503,9581822,
194310,Pace University,1948,1917,2013,1976,2045,1999,2031,1973,2128,2052,2033,1938,1804,1758,1848,1812,1976,1544,1999,1587,1973,1569,2052,1572,1938,1503,1758,1337,1812,1377,1560,1147,46446,45280,43986,42772,41333,39697,38069,36614,52074956,53258243,52168174,48502164,47386839,43479222,35811554,35798564,193048642,381751361,181853820,383289472,169879802,370264516,152185527,355998024,156655202,343111229,157282075,331617609,137634274,322541300,121762155,306066368,
120740,Pacific Lutheran Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11362085,3028481,12506928,3492011,10499650,3377336,
236230,Pacific Lutheran University,598,597,649,649,619,619,680,678,643,642,574,574,648,648,633,633,649,526,619,514,678,564,557,441,574,475,649,529,633,518,731,605,43674,42436,40722,39450,37950,36530,34740,33100,15508685,16586845,14988885,15111987,14210161,11137489,11915377,11097367,97215000,94380000,99812716,93063802,95235419,96385189,80499771,103249222,85581438,101274204,84365076,104160113,79585706,102178931,71802576,100312434,
209603,Pacific Northwest College of Art,109,108,131,127,82,81,81,79,70,70,74,73,61,60,78,77,127,71,81,56,79,54,70,41,73,50,60,50,77,57,75,42,40375,38250,36440,34500,33070,33714,32417,32064,1660533,1564058,1452959,1133219,878018,963865,779365,944555,14933853,19152662,15575278,19014752,15812218,17445103,14832281,17712802,17035445,15991154,16823366,13755010,15301683,14373157,14382370,13346371,
455406,Pacific Northwest University of Health Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397709,28362714,1321520,27455574,1209083,24059834,1001994,21175639,1042895,18827603,1000000,16083107,,14852870,,14113374,
120768,Pacific Oaks College,,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,13688,13688,,,,,,,,,,,,,,,9494621,19269478,9635532,18370213,9253657,19077677,7396666,17685959,6756378,16224063,6625394,13455141,6090655,13001130,4494648,11881102,
457484,Pacific Rim Christian University,15,6,22,17,26,21,29,21,14,11,9,6,13,8,26,21,9,5,10,6,7,6,9,6,3,2,7,5,20,17,15,11,11300,10460,10460,10460,10080,9282,8760,8280,3440,14250,15340,16685,6718,1500,10233,12047,,1667644,,1614596,,1407389,,1247308,,1319148,95254,1479193,70200,1420185,,1227007,
120795,Pacific School of Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42917098,7360897,43583057,7419342,42458912,6781417,33677004,6848995,37901828,7175575,38935783,6897138,36385831,7268060,33304215,7575996,
120838,Pacific States University,1,1,,,,,2,2,2,2,1,1,,,1,1,0,0,0,0,2,2,1,1,1,1,0,0,1,0,1,1,17100,16065,16005,16005,16005,16036,19340,19340,0,0,,0,0,0,,0,,1265581,,1442764,,2131906,,2304902,,2453135,,2585892,,2605789,,2688982,
120865,Pacific Union College,169,169,163,163,204,204,252,251,251,250,326,324,335,334,291,290,106,85,137,113,168,115,171,132,212,161,239,188,188,159,266,207,30813,30060,29469,28629,29064,28131,27480,26640,2676581,2616349,2923799,3593621,3075853,4008945,3940448,2924467,29213723,48570680,28366789,47805085,25775589,48237121,23571390,50663443,24915449,49755915,26242596,48747489,22665695,46824728,21480694,45050039,
209612,Pacific University,416,416,421,421,424,424,431,431,479,479,459,459,421,421,460,460,421,339,424,330,431,339,479,394,459,355,419,340,460,365,374,305,46402,44298,42594,41054,39858,38510,37024,35260,11413781,11585742,10278941,10282274,10375044,9367091,8760339,8342380,71233552,123978352,68714826,123062483,65843128,118095542,59169424,112788432,62730243,107499671,62954956,102622816,56382801,95288955,51180875,88331082,
140720,Paine College,105,100,203,201,95,90,104,101,131,125,215,205,268,252,176,173,201,121,90,59,101,48,125,44,202,64,234,130,173,117,183,95,16096,16096,14226,14224,14224,13332,13332,12502,426749,1331842,389397,161491,251816,153200,723800,334250,12128196,15244150,17657163,13829691,11644778,14346852,,15278724,,20337230,,24428987,,19589144,8367624,23696236,
136330,Palm Beach Atlantic University,520,514,526,521,533,533,505,501,551,547,524,523,578,578,439,439,520,393,533,398,499,380,547,410,523,390,578,426,439,322,475,325,32500,31450,29950,28520,27150,26274,25532,24800,9198116,8820857,8433566,7580792,7604880,6988359,8366752,4790160,85936000,78089000,85658708,76627000,81170466,74991000,77129026,74077000,79782976,73199278,80100088,69699937,73607439,67875059,70028839,65332666,
154174,Palmer College of Chiropractic,,,,,1,1,1,1,2,2,,,6,5,5,4,,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,9225,9096,8919,8748,8556,8388,8145,,,0,0,0,0,0,0,58731307,74880176,55450449,72866971,52562568,69977123,42982363,69713033,13926846,67338150,13734206,66642652,13555842,63920464,13360728,68602557,
120698,Palo Alto University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594739,31340340,692236,29829314,685282,28202885,683082,30125097,682795,28226554,681996,26472835,681822,24584931,659268,19640068,
121628,Pardee RAND Graduate School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47156901,5726367,45419770,5461174,42697508,4599012,37714101,4645773,31942519,4142774,31746031,3861576,25191989,4326232,20044945,4023583,
178721,Park University,447,341,290,216,519,238,528,168,512,169,176,169,162,157,212,202,206,136,225,123,142,62,141,76,150,88,156,117,168,109,173,105,11190,11572,10774,12130,11470,11170,10600,9788,1135394,669314,598400,401525,300931,462850,910630,986695,58966210,82883135,77973746,80838035,74959163,75212595,72061469,66928742,72626954,74869051,68302484,74897325,58361720,71975341,53861130,70126964,
243823,Parker University,41,36,140,127,57,51,38,35,5,5,20,9,26,8,34,,127,100,51,39,35,28,5,4,9,6,0,0,0,0,,,15564,15564,15564,15276,15052,14650,15230,,91387,421359,205158,192861,5218,20738,17463,,1250000,41457000,1154000,38353000,1058442,38337779,31771792,36330913,31003372,34351180,29737138,32642361,27931384,29982731,21557127,29348046,
121071,Patten University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8036,,,,,,,,,,,,,,,,,,,,,,,,,
227429,Paul Quinn College,147,146,141,134,150,148,105,103,167,166,89,88,70,69,71,69,122,70,105,71,103,64,164,93,88,50,56,27,49,28,55,24,9125,8920,8495,8318,8275,13375,13525,12400,285470,128000,333136,663652,279726,152100,257603,21000,3060872,14171486,10294956,11409693,10424989,10217289,10201254,9476289,6063281,9675421,5595282,8124318,5043832,7503328,4998226,7424150,
194392,Paul Smiths College of Arts and Science,185,185,186,186,195,195,230,230,247,247,244,244,240,240,286,286,152,102,173,122,189,134,201,152,178,130,174,119,201,139,235,178,29313,28452,27621,27103,27130,26146,25261,24408,3371131,3133378,2741874,2878713,3083834,3295329,3056287,3263043,30462027,28644103,30772817,27731311,29535080,27303696,25450045,27168528,26701075,25988380,25251883,26983698,22290171,26543912,19720403,25784910,
204990,Payne Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282936,3181923,33176,2571712,11126,2419461,9626,2121387,5626,1943159,100,1869847,,1850020,,1903453,
214883,Peirce College,50,23,44,10,87,38,64,20,81,18,116,32,51,12,135,23,2,1,0,0,1,1,2,2,2,1,2,2,8,5,1,0,15060,15060,15060,14472,14184,13800,17040,16500,109979,37049,254983,99865,104731,133326,44839,23765,3271824,17130125,3175705,18133128,996102,18813411,235422,20171293,239244,20403128,238688,20751168,223222,20918593,163182,20365704,
214971,Pennsylvania Academy of the Fine Arts,32,31,34,34,37,37,38,38,37,37,21,21,39,39,30,30,33,28,37,32,38,29,37,24,21,17,14,13,9,9,21,15,40376,38878,37096,36058,34410,32695,30380,29100,640776,724356,596537,558750,493270,269135,455831,259602,37873755,20358017,17280676,24088419,15636216,20250733,14646395,19655673,15125343,19409927,15900403,16740850,14161362,15351958,13145299,20303748,
215053,Pennsylvania College of Art and Design,64,64,54,54,72,71,75,75,71,71,59,59,52,51,63,62,54,44,71,57,75,58,69,53,59,40,51,34,62,47,61,38,26600,25850,25000,23800,22800,22000,20680,19680,315350,236225,259400,250525,211589,120230,77500,43000,1850446,6321260,1800243,6346120,1571735,5537169,1457605,5171988,1438962,5238156,1468303,5135401,1309630,5091853,1216052,5191916,
442356,Pennsylvania College of Health Sciences,115,93,92,64,183,106,126,106,193,100,229,121,179,109,153,115,13,11,20,18,11,7,0,0,1,1,1,0,1,0,0,0,29320,28412,27568,25510,24453,23045,21502,20150,48120,71999,83340,21300,59033,1836,500,500,7343381,37383714,5946947,37332863,5330325,36141010,4505152,26813804,3265978,24368186,1835002,23742256,1501828,20187649,1378086,21235429,
219842,Pentecostal Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19092781,4535117,17311727,4557900,16772997,4549606,16316198,4395572,15708282,4255952,15313732,3945998,14534941,3955514,14064699,3904308,
121150,Pepperdine University,726,724,803,800,862,861,743,743,745,745,656,655,784,783,787,787,799,727,861,780,743,672,744,667,655,618,783,724,787,722,688,629,55892,53932,51992,50022,48342,46692,44902,42772,18360257,20462713,21322822,18035465,14797695,13561051,18745669,16761050,917550000,390985000,904142000,351928000,860333000,322155000,781341000,318691000,793188000,302489000,790483000,292493000,715660000,288974000,607953000,277367000,
199306,Pfeiffer University,254,253,308,308,277,277,180,179,160,160,216,200,234,231,221,218,306,180,277,176,178,109,160,96,200,138,231,153,214,138,190,135,31060,30234,29574,28995,27125,25855,24150,22900,4019909,4397939,4411971,2439987,2348024,3100687,2559242,2714760,14183026,29673252,15252892,28699660,15798327,30296933,17239249,27256094,18633039,26607072,19005313,27107116,16617500,25534945,15095175,24370891,
215123,Philadelphia College of Osteopathic Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417912181,138296516,406563435,128806635,332765736,127544622,303960313,119222712,262937961,114693695,261548708,108801234,202302320,102925190,180918577,100141949,
107600,Philander Smith College,253,250,297,294,334,330,291,280,174,170,112,110,135,134,168,162,294,194,328,225,280,163,170,117,110,69,134,105,162,88,188,118,13014,13014,12714,12714,12564,12564,12564,12464,1972719,2148968,1997168,1297717,889928,625619,978783,921379,9279796,21456333,10446854,21512699,10772648,19867060,9340847,16980136,10947268,17484675,10732470,15636606,9624110,17076336,10421459,17278252,
110307,Phillips Graduate University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5841867,19268,5991882,19268,7148257,19269,6774972,19268,6589034,19268,6511816,
414966,Phillips Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87722629,5338213,79364155,4652455,63107627,4397307,57315867,4601364,54327489,4297119,49610525,4326905,45554386,4124964,40725245,4081949,
381459,Phoenix Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353060,5128426,1452460,5666592,1351860,4923779,1351560,4626335,1350960,4397778,1378360,4577331,1369640,5011398,1366034,5296158,
199315,Piedmont International University,,,,,,,,,30,24,25,23,33,31,32,31,,,,,,,,,23,17,29,16,31,18,36,19,,,,,9580,9580,12455,12340,,,,,,47152,116737,103634,,,,,,,,,525333,4398338,389764,3496174,389364,3764516,388964,3958799,
140818,Piedmont University,275,273,256,252,291,290,274,273,281,278,271,269,255,253,210,208,252,167,290,179,273,182,278,190,269,169,232,170,208,146,232,175,26692,25920,24464,23112,21990,21350,20730,19930,4252066,3762906,3940975,3256804,3129536,2983774,2415663,2075319,53825471,43835613,53039246,40604313,51949292,38186571,47817279,38174132,53965102,34515782,57229575,32398228,52552848,30869350,49357946,29617061,
440794,Pillar College,53,50,70,41,51,49,45,41,42,40,161,150,61,53,57,52,35,26,24,15,24,17,25,15,26,14,36,29,42,26,11,9,22756,21700,21076,20400,19440,18576,17204,16412,140824,101647,82249,149894,54478,434679,125389,57893,110813,8715869,425416,8423749,394308,9174987,946695,7889521,946918,7226888,944466,6504148,,5270005,,3901867,
458159,Pinchot University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3814731,,5284796,,5125380,,4422123,
167455,Pine Manor College,65,65,62,62,82,82,93,93,92,92,185,185,53,52,105,104,62,37,74,47,93,55,97,48,122,58,61,43,77,48,67,32,31600,31660,30860,28780,27050,26180,24930,23744,1657791,1572400,2055931,1692875,1338575,1658723,854274,1268425,9621706,18081292,9607790,18060119,9416876,17830621,9262014,17351051,9042867,17570092,8528885,16368169,6817507,15625924,6423290,15203143,
